,Product,Review,Negative,Neutral,Positive,sentiment
993,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","The laptop is great. But service from amazon is pathetic. My invoice did not contain serial number, so i couldn't claim my freebees with laptop and couldn't extend my warranty also. I called amazon customer care multiple times for one month. Everytime they say i will receive an updated invoice. But i never received. So now i cant claim my offers from HP. Very disappointed with Amazon.",17.8,66.6,15.7,neu
994,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX",Laptop is great and everything is fine instead of screen  wobbling issues as sometimes it is noticeable but if you are busy in doing work then it is not noticable and if this is not a issue for you then you can but it.,0,91.4,8.6,neu
995,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","Great for the price offered, looks like finally HP is coming to mid range gaming arenaprosgood build qualitygood displaygood keyboardconsno RBG keyboardlid wobbling sometimes",0,76.9,23.1,neu
996,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX",Satisfied by performance.But on invoice product serial number is not mentioned. Thats why iam not able to claim festival bonanza offer.And the one thing amazon customer care service is fully useless / patheric.,7.3,63.8,28.8,neu
997,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","Best for gaming, no heating issue. While gaming battery last about 3-4 hour and Normal use last for 6-7 hour. Best for multitasking. It comes with i7 12 gen that's the best.",5.1,65.4,29.4,neu
998,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","The media could not be loaded.
                



 This is a beast👍. Will feel little bulky which is absolutely okay for a gaming laptop. Performance is pretty good, Audio output is loud and crisp (I personally liked it alot, if EQ is set properly). Display brightness and color is okayish. Go for it blindly if you are looking for mid level gaming laptop in 72-75k range, as overall package is solid.",0,81,19,neu
999,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","Best for normal use, School work and professional gaming.",0,65.6,34.4,neu
1000,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX",Good,0,0,100,pos
1001,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","Been using it for almost a month, and did not face any issue till now other than the screen wobbly at the hinge. Looks more like a professional laptop than a gaming laptop, so can be used for both productivity and gaming.",0,93.6,6.4,neu
1002,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX",Liked the specs. In this price range and got it for 73k. No other competitor is providing such specs. In this range.. good for gaming and other rendering works.. cooling fan is sufficient.. screen is little bit moving in heavy air flow rest all is good. Register extend warranty 2 yr under student ready offer for 1499/-…,3.3,74.3,22.4,neu
1003,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX",Best at this price range,0,48.8,51.2,pos
1004,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX",It's aah awesome product,0,42.3,57.7,pos
1005,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX",,0,0,0,neg
1006,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX",It's too early to comment,0,100,0,neu
1007,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","Haven’t used it much but as far as I have utilized it, the laptop does an excellent job, satisfied with the outcome & I bought it prime deal @70k including Amazon cashback.",0,72.9,27.1,neu
1008,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX",My observation for this laptop is * if you want to upgrade ram only can upgrade upto 16gb no gaming has higher option *200W charger and 2.23 kg weight around 4kg which is not very high *comes with pre loaded window and antivirus unable to redeem hyperx offer,4.4,92.9,2.6,neu
1009,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","I tried to upgrade the laptop storage today as it has only 512GB. When opened the laptop with help of technician, came to know that it has only one slot which has already 512GB and no extra slots to upgrade the storage. If I need to upgrade the storage, I need to remove the existing 512GB storage and add a new one. Also, the storage in there is not HP's and it is Samsung. Think I got some refurbished laptop for brand new laptop's price. Feeling cheated and demoralizing that I made a wrong decision for purchasing from Amazon. I am not wanting to give 1 star, but I am doing it because it won't allow me to submit this review. Thank you very much for gaining profit through my loss.",7.3,82,10.7,neu
1010,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","Worth the amount of money you pay , might need to upgrade the ram but still overall its a good deal.",4.9,73.5,21.6,neu
1011,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","The media could not be loaded.
                



 Laptop now working but power chargr not working, last time Laptop perches problem Laptop not POWER ON now chargr not working,yyyy every time problem I am not happy to online shopping amazon and distributor.",22.6,73.2,4.2,neu
1012,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","Please do not buy as# battery life is very less# Charger is too heavy (about 1 kg)# Also you will not get the return option, only replacement with same.",0,92.4,7.6,neu
1013,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","Screen quality is very bad, yellowness which reduce the user experience.",27.5,72.5,0,neu
1014,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX",Wifi is disconnecting automatically and need to troubleshoot everytime. HP standard is not upto the DELL. i have used almost 15 days.  it is disappointment. please go for DELL.,9.9,77.8,12.3,neu
1015,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX",Battery is draining very quickly. Came from 100% to 10% in 1:40mins just playing fall guys unde best performance setting. Don't think this is normal,0,79.3,20.7,neu
1016,"HP Victus Gaming Latest 12th Gen Intel Core i7 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/BL KB/B&amp;O/Alexa/Xbox Pass),15-fa0073TX","Though it has wifi 6, it doesn't give much speed it doesnt connect better ,my friend has Dell , he gets asome speed though we are in same range of wifi, problem is not of router, problem is of hp victus, many users like me are complaining about same issue",11.7,74.7,13.5,neu
1017,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",The laptop is good . Nice build . Nice performance. Nice battery.  Good performance by rtx 3060 but screen is not that much good its okk. And I am little disappointed by seller of laptop they didn't send the sticker of Asus gaming with that .Overall laptop is good,11.1,66.9,22,neu
1018,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",This laptop is quite good in gaming and has an excellent battery life with nvidia GPU disabled.but beware being a gaming laptop it heats a lot.I tested with without a laptop cooler and it can go upto 95 degrees but when a decent laptop cooler from deepcool or cooler master is used it will drop the temps upto 77 from 95.it easily cruises at 42 degrees at idle with no fans enabled,6.8,83.8,9.4,neu
1019,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",I am using this laptop around a month and it's performance is very good. I recommend this laptop for content creators and CGI artist other than gamers. ⭐⭐⭐⭐⭐,0,83.4,16.6,neu
1020,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Happy that it plays the latest game which had altogether become unplayable on my previous laptop(Dell Inspiron 3543). Plus really enjoyed the graphics - almost felt 100Ks are well spent. Games I tried so far are BattleField 1 and 5.But heats up very quickly in Balanced Mode while playing. So I did not even dare to try the Turbo mode. More specifically, the issue is that one of the path the heat dissipates through is from right hand side panel near where I keep my mouse. The heat comes directly on the mouse hand.As a solution I have started playing by keeping laptop and chair at 45 degree angle to table. That way I let my elbow rest on table and also get a lot of space to move my mouse while keeping my hand distant from right side panel.But otherwise heat control is good while working normally. Battery backup is also too good for me during normal working.All in all good product for less than 100k. I guess it was worth the while to wait this long to buy this model.",1.4,81.9,16.7,neu
1021,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Only Problem iam facing in this laptop is , whenever screen timeout it goes blank and never wakes up, instead it shutdown, i don't whats the problem,Expect that this laptop is Pure beast, i don't game much ,for gaming i have PC , But for working this laptop is awesome, In silent mode i get 7hrs to 9hrs backup in 1 full charge,which is insane 👍",7.2,85.3,7.5,neu
1022,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Firstly this is a gaming laptop, and you are not getting better spec wise, at this price range, at least until 2023. I am running AAA titles Horizon Zero Dawn, RDR2 and Elden Ring at Ultra without any issues. Having seen some people complain about things please see below points:-Heating :- Yes the laptop heats up when running heavy games, this is normal, the fans pump a lot of hot air out, this is not gonna win any awards for heat dissipation but it does the job. I have not experienced any thermal throttling despite gaming for 4+ hours continuously. Armory crate profile's can be set up, some come inbuilt to regulate the fan speeds and other settings.WIFI - This comes with WIFI 6, but could have issues with older 2.4 networks. If you are a gamer you are using ethernet anyway so doesn't matter.Expansion: Comes with 2 x 8 GB sticks can upgrade them to 2 x 16 if required in the future. Has 2 X M.2 NVMe 2280 slots so options to add storage is also there.I/O - 3 x USB 3. 1 x HDMI, 1 x USB - C :-You can connect a USB-C dock for additional ports. If you want to use G-Sync you need a USB-C to DP adapter/dock to connect to supported monitor (USB-C only has direct graphics card out)I have used this for 1 month and i am happy with the product.If you want a gaming laptop and don't have enough to buy an ROG of the same spec. This is the way.If you want to buy a laptop for anything other than gaming look elsewhere",1.9,90.2,7.9,neu
1023,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","It gets heated very soon while using GPU, and remember one thing i have used 4 laptop cooling devices but they dont even work properly specially in hot environment like Delhi and central india. It is good for light gaming. i have been using this device since last 3 months still 3 emi left but i loved this device as per my needs. i needed this for coding and application development and it solves this very effectively. screen quality is ok ok. sound is very less.",0,78.3,21.7,neu
1024,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",I played rdr 2 on ultra settings. I got 60+ fps. The game was really smooth and without any glitches. Haven't played anymore games yet but I think the performance would be above average in any case. Although speakers could have been better. Had to use earphones/headphones while playing rdr 2 because for me laptop speakers were sort of inaudible.,2.3,85.8,11.9,neu
1025,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Gaming was the most important reason for opting this product. So far I have had no problems. Also this is my very first gaming laptop so i dont have any benchmarks to compare with. I have played witcher, God of War, Watch dogs 2 and had no performance issue at all.",10.2,75.1,14.8,neu
1026,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Overall performance of the Laptop is freaking crazy !when it comes to battery its really great, most of the gaming laptops doesn't  last long but this laptop battery is awesome . Its around 4-6hrs on normal use like browsing, programming etc.Most of the people say there are thermal issues with the laptop but its very decent . Even I played some games like Forza Horizon on my 55inch 4k TV on ultra graphics the performance is mind blowing!! temperatures also decent around 92 degrees. Its better to lift the laptop a little bit up from the ground when  you are gaming.The built quality is really very great.Only thing which I felt a little problematic is the screen(Display) , Its good but not great!On overall basis the laptop is great !!!and I suggest/recommend you to get it....",4.3,76,19.7,neu
1027,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",I read some critical reviews and it seems like quite a few people are facing this issue.I received the item with damaged screen which did not turn on (I tried every possible solution mentioned online to fix this ). It turns out the screen is damaged. Even the technical visit confirms this.The item was dead on arrival.Then the return phase was worse than this.I initiated the refund or replacement on 3rd February and since then no person has taken the responsibility of picking up the order . The logistic team is taking no responsibility as the order amount is high.Very unprofessional behaviour from the people responsible for the return.This us not how a person who paid a hefty amount should be treated.Today is 9th Feb and my return attempt has failed twice.Stuck with this defective item.,18.7,76.9,4.4,neu
1028,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","The media could not be loaded.
                



 Its an excellent warhead for Gamers and Professionals. 16 GB ram, 512 SSD , AMD Radeon 9 and Nvidia GeForce GTX 3060 makes it super sonic. No doubt, the laptop processing speed is very fast. I played Apex Legends, Far Cry 5, Pubg PC, Wolfenstein, COD Warzone, Battlefield, Gear of war 5, Dishonored e.t.c with ultra high settings and guess what, it ran like butter.V. Good for running heavy ML/DL models. Adobe after effects is running very good.512 GB SSD and 2-2.5 hr battery life is something that is a minimal concern. Else, happy working and gaming.",7.7,75,17.3,neu
1029,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",This is my first gaming laptop i am using befor my gaming Pc but i am scared when i am buying this product because reyzen 9 5900H is very heat consuming process as we aspect the tepm goes 94 but no throttling on gaming no lagg lo buffer nothing elase if you buying this for playing valorent go for it its gives easy 250+ Fps and i when you on vsyn on game it give constant 144Fps because its screen is 144hrz. Display not feeling bad its very good for under 1l laptop in this range and but in summer you need to buy cooling pad because of temperature but one problem is we need more usb port on this laptop because i am connting one regare headphones my logitech 402 mouse and my data cable for better network/Ping.,9,79.9,11.1,neu
1030,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","For editing, 3d modelling, rendering the Ryzen 9 is kinda overkill already. Go for the 3200 MHZ Crucial 16gb + 16gb upgrade, its definitely even more op with 32 gb. I also added a 1 tb NVMIE SSD as it comes with one slot filled with the 512gb, will eventually upgrade it to 2tb +2tb Nvmie later on.Also get a good cooling pad as with any gaming laptop worth its salt temperatures will maintain a highish 90 plus but never over 98 degrees so far. Get a good laptop cooler for it. Battery life is respectable when considering the output. Armor crate software lets you bling out the RGB settings. It also feels extremely solid to hold in the hand.",0,85.2,14.8,neu
1031,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Been using this for about 10 days. Fully satisfied. A word of advice do not keep it flat on the surface, keep it elevated on a stand or a cooling pad, it has good thermals.Amazing Gaming Experience",0,85.4,14.6,neu
1032,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","These are the best specs that you can get at this price range. The processor is too powerful, it has 8 cores and 16 threads. I played god of war 4 at ultra setting 60 fps, Valorant at 144 fps, resident evil village at max settings 80 fps. The CPU temperature reaches 90 degrees sometimes but after turning off boost it stays under 80 degrees in god of war ultra settings!! Which is insane. Currently there is no laptop which offers ryzen 9 and 3060 at this price. People writing negative reviews don’t even have a single braincell which works properly. Just go for it!!",16.6,71.6,11.7,neu
1033,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","If already bought, don't use ""Turbo mode"" for gaming. Keep it in ""Silent mode"" and enjoy. You might be like, won't it heat too much? Surprisingly, it stays btw 70-85° in Silent, ( I tested a few high end games ), but if turbo mode is on it shoots up to 90°+ ( no matter what game ) That's the only thing.Rest as is everyone described. It's a beast at this price.",1.5,91.2,7.3,neu
1034,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","The media could not be loaded.
                



 It’s hardly been 10 days since I got this laptop and I haven’t downloaded any games or any applications yet , the right arrow button automatically gets removed from the keyboard and doesn’t get fixed back , the inner bottom side of the right arrow key is damaged and it’s causing the problem and not getting fixed , really unhappy with ASUS & AMAZON for sending me this laptop with poor quality and I really hope if I can get an replacement or atleast a change of keyboard or the particular button.",10.8,84.1,5.1,neu
1035,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",Agar koi 60 ya 70 tak ka laptop lene ka soch rahe hain to request h thoda aur laga kar ye wala laptop le.Battery backup 5/5Performance 5/5Screen 3.5/5No heating issuesBest worth buying this laptop,0,94.6,5.4,neu
1036,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Works fast. But heats up with just charging, or simple usage, sound is so poor u can barely hear anything. One week usage so far.",18.6,81.4,0,neu
1037,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Worst Experience,, I returned due to Screen bleeding, but they take more time to refund then expected.",13.7,86.3,0,neu
1038,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",Its been 5 days working well awsone but need aura rbg for keyboard,0,88.6,11.4,neu
1039,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",This is a good laptop for those who want to use it for gaming. Camera quality is decent and the GPU is good.The only downside you might find is low battery backup but the laptop makes up for it by being excellent in all other aspects.,5.8,78.5,15.6,neu
1040,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Overall Look is very smart n Screen quality is too good n for gaming or graphics like I'm always playing in ultra n it's an amazing experience, battery life is not so good so far , it can stay on battery like for 1 n half hr(hardly 2 hr) not more than that",4.6,70.2,25.2,neu
1041,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",Really Amazing Laptop but there are little heating issues so you have to buy a cooling pad for laptops but the gaming experience is fantastic.,0,75.5,24.5,neu
1042,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Kya gazab laptop haii bro ye, 6gigs of 3060 does miracles to gaming",0,100,0,neu
1043,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",When i got this product.The product is not getting turn on. Showing black screen.Worst seller,0,100,0,neu
1044,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","I had ordered a laptop of make ASUS TUF Gaming A 15, ordered on 23 Sep 22. The product was delivered on Thursday the 29th Sep at around 8:30-9pm. The product was opened on the 30th Sep and was found not working. The customer care was contacted for replacement of defective product on the same day and a technician was scheduled to visit for inspection on 3rd Oct. The technician after inspection told that it will be replaced. Today again when I contacted the customer care executive, I was told that the technician has only mentioned service completed and that now a senior technician will visit for inspection of the defective item on 6th October. Is this the way of dealing with the customer who have ordered a product worth one lakh rupees.. An immediate resolution should be provided.",3.9,90.5,5.6,neu
1045,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","The media could not be loaded.
                



 Specs are top notch....ryzen 9 with RTX 3060Superb build quality....Average screen and camera (expected at this price tag)",0,92.7,7.3,neu
1046,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","The media could not be loaded.
                



 I liked the whole configuration. If black comes with a metalic body then it would have been great",0,76.1,23.9,neu
1047,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","This has been the worst leptop I have ever owned. I have had MUCH less expensive leptops that work much better !processing speed is very low ,6 gb graphics card work like 2 gb graphics card. This one has been a pain since day 1! DO NOT BUY!",18.1,72.8,9.1,neu
